material_id,formula,tc,cif_path
mp-1078920,Cu1La1,6.0,data\structures\3DSC_CIFs\MP\mp-1078920.cif
mp-1218244,Cu1La1.5Sr0.5O4,0.0,data\structures\3DSC_CIFs\MP\mp-1218244.cif
mp-3474,Cu1La1O2.64,0.0,data\structures\3DSC_CIFs\MP\mp-3474.cif
mp-1079103,Cu1La1Sb2,0.9,data\structures\3DSC_CIFs\MP\mp-1079103.cif
mp-3522,Cu1Mg1Sb1,0.0,data\structures\3DSC_CIFs\MP\mp-3522.cif
mp-1104894,Cu1Mo6Se8,5.9,data\structures\3DSC_CIFs\MP\mp-1104894.cif
mp-556595,Cu1Nd2O3.5,0.0,data\structures\3DSC_CIFs\MP\mp-556595.cif
mp-1692,Cu1O1,0.0,data\structures\3DSC_CIFs\MP\mp-1692.cif
mp-15614,Cu1Rh2Se4,3.47,data\structures\3DSC_CIFs\MP\mp-15614.cif
mp-555599,Cu1S1,1.606666666666667,data\structures\3DSC_CIFs\MP\mp-555599.cif
mp-1225747,Cu1S1Se1,1.5625,data\structures\3DSC_CIFs\MP\mp-1225747.cif
mp-3951,Cu1S4Ti2,0.0,data\structures\3DSC_CIFs\MP\mp-3951.cif
mp-5178,Cu1S4V2,4.45,data\structures\3DSC_CIFs\MP\mp-5178.cif
mp-571486,Cu1Se1,0.0,data\structures\3DSC_CIFs\MP\mp-571486.cif
mp-1225744,Cu1Se1Te1,1.8,data\structures\3DSC_CIFs\MP\mp-1225744.cif
mp-21129,Cu1Sr1O2.99,0.0,data\structures\3DSC_CIFs\MP\mp-21129.cif
mp-5456,Cu1Sr2O3.2,0.0,data\structures\3DSC_CIFs\MP\mp-5456.cif
mp-20826,Cu4Te3,0.0,data\structures\3DSC_CIFs\MP\mp-20826.cif
mp-1207193,Cu1Te2,1.3,data\structures\3DSC_CIFs\MP\mp-1207193.cif
mp-1034,Cu1Th2,3.465,data\structures\3DSC_CIFs\MP\mp-1034.cif
mp-2078,Cu1Ti1,0.0,data\structures\3DSC_CIFs\MP\mp-2078.cif
mp-1080443,Cu1Y1,0.47,data\structures\3DSC_CIFs\MP\mp-1080443.cif
mp-987,Cu1Zn1,0.0,data\structures\3DSC_CIFs\MP\mp-987.cif
mp-972042,Cu1Zn3,0.0,data\structures\3DSC_CIFs\MP\mp-972042.cif
mp-21160,Cu2Er2O5,0.0,data\structures\3DSC_CIFs\MP\mp-21160.cif
mp-16786,Cu2Eu1Nb1Sr2O8,0.0,data\structures\3DSC_CIFs\MP\mp-16786.cif
mp-13401,Cu2Ge2Yb1,0.0,data\structures\3DSC_CIFs\MP\mp-13401.cif
mp-1218811,Cu2Ho1Ru1Sr2O8,0.0,data\structures\3DSC_CIFs\MP\mp-1218811.cif
mp-5029,Cu2Ho2O5,0.0,data\structures\3DSC_CIFs\MP\mp-5029.cif
mp-22725,Cu2In1Ti1,0.0,data\structures\3DSC_CIFs\MP\mp-22725.cif
mp-3995,Cu2La1Si2,0.0,data\structures\3DSC_CIFs\MP\mp-3995.cif
mp-1218240,Cu2La2Sr1O6.315,0.0,data\structures\3DSC_CIFs\MP\mp-1218240.cif
mp-7298,Cu2Li1P2,1.85,data\structures\3DSC_CIFs\MP\mp-7298.cif
mp-1038,Cu2Mg1,0.0,data\structures\3DSC_CIFs\MP\mp-1038.cif
mp-18490,Cu2Nb1Sm1Sr2O8,0.0,data\structures\3DSC_CIFs\MP\mp-18490.cif
mp-361,Cu2O1,0.0,data\structures\3DSC_CIFs\MP\mp-361.cif
mp-9453,Cu2S2Sr2Zn1O2,0.0,data\structures\3DSC_CIFs\MP\mp-9453.cif
mp-1825,Cu2Sb1,0.085,data\structures\3DSC_CIFs\MP\mp-1825.cif
mp-1206917,Cu2Sn1Ti1,0.0,data\structures\3DSC_CIFs\MP\mp-1206917.cif
mp-3120,Cu2Tm2O5,0.0,data\structures\3DSC_CIFs\MP\mp-3120.cif
mp-20205,Cu2Yb2O5,0.0,data\structures\3DSC_CIFs\MP\mp-20205.cif
mp-1184173,Cu30Sn70,4.91,data\structures\3DSC_CIFs\MP\mp-1184173.cif
mp-22301,Cu3Dy1Pb2Sr2O8,76.5,data\structures\3DSC_CIFs\MP\mp-22301.cif
mp-1933,Cu3N1,0.0,data\structures\3DSC_CIFs\MP\mp-1933.cif
mp-1218727,Cu3Pb2Pr1Sr2O8,0.0,data\structures\3DSC_CIFs\MP\mp-1218727.cif
mp-20437,Cu3Pb2Sm1Sr2O8,0.0,data\structures\3DSC_CIFs\MP\mp-20437.cif
mp-20900,Cu3Sb1,0.9205,data\structures\3DSC_CIFs\MP\mp-20900.cif
mp-867317,Cu3Si1,0.0,data\structures\3DSC_CIFs\MP\mp-867317.cif
mp-193,Cu40Zr60,1.1733333333333331,data\structures\3DSC_CIFs\MP\mp-193.cif
mp-27677,Cu4K1S3,1.4,data\structures\3DSC_CIFs\MP\mp-27677.cif
mp-10598,Cu50Sn50,3.26,data\structures\3DSC_CIFs\MP\mp-10598.cif
mp-1080022,Cu50Zr50,0.5433333333333333,data\structures\3DSC_CIFs\MP\mp-1080022.cif
mp-510148,Cu5U1,0.0,data\structures\3DSC_CIFs\MP\mp-510148.cif
mp-2613,Cu6La1,0.042,data\structures\3DSC_CIFs\MP\mp-2613.cif
mp-552089,Cu6Sr4O10,0.0,data\structures\3DSC_CIFs\MP\mp-552089.cif
mp-12834,Cu6Th1,0.2,data\structures\3DSC_CIFs\MP\mp-12834.cif
mp-1218623,Cu8La2Sr6O16,0.0,data\structures\3DSC_CIFs\MP\mp-1218623.cif
mp-541557,Fe3Lu2Si5,5.492222222,data\structures\3DSC_CIFs\MP\mp-541557.cif
mp-5538,Pd2Sn1Y1,4.9,data\structures\3DSC_CIFs\MP\mp-5538.cif
mp-1197725,Fe3Si5Y2,1.595,data\structures\3DSC_CIFs\MP\mp-1197725.cif
mp-21426,Dy1Fe2Ge2,0.0,data\structures\3DSC_CIFs\MP\mp-21426.cif
mp-1104534,Dy1Ga6,5.9,data\structures\3DSC_CIFs\MP\mp-1104534.cif
mp-20281,Dy1Ir1Si1,0.0,data\structures\3DSC_CIFs\MP\mp-20281.cif
mp-1103518,Dy1Mo6S8,1.6,data\structures\3DSC_CIFs\MP\mp-1103518.cif
mp-1207097,Dy1P2Pd2,0.0,data\structures\3DSC_CIFs\MP\mp-1207097.cif
mp-1206592,Dy1Pb1Pd2,0.0,data\structures\3DSC_CIFs\MP\mp-1206592.cif
mp-21014,Dy1Pd2Sn1,0.0,data\structures\3DSC_CIFs\MP\mp-21014.cif
mp-1212831,Dy1Rh1Si1,0.0,data\structures\3DSC_CIFs\MP\mp-1212831.cif
mp-669393,Dy2Fe3Si5,0.0,data\structures\3DSC_CIFs\MP\mp-669393.cif
mp-1188825,Dy2Rh3Si5,0.0,data\structures\3DSC_CIFs\MP\mp-1188825.cif
mp-1106269,Dy2Rh3Sn5,0.0,data\structures\3DSC_CIFs\MP\mp-1106269.cif
mp-1197267,Dy3Ge13Ru4,0.0,data\structures\3DSC_CIFs\MP\mp-1197267.cif
mp-1198889,Dy5Ir4Si10,0.0,data\structures\3DSC_CIFs\MP\mp-1198889.cif
mp-1215927,Er0.6Pd2Sn1Y0.4,2.59,data\structures\3DSC_CIFs\MP\mp-1215927.cif
mp-5850,Er1Pd2Sn1,1.17,data\structures\3DSC_CIFs\MP\mp-5850.cif
mp-1184115,Er1,0.0,data\structures\3DSC_CIFs\MP\mp-1184115.cif
mp-5451,Er1Fe2Ge2,0.0,data\structures\3DSC_CIFs\MP\mp-5451.cif
mp-1103883,Er1Ga6,0.0,data\structures\3DSC_CIFs\MP\mp-1103883.cif
mp-20733,Er1Ir1Si1,0.0,data\structures\3DSC_CIFs\MP\mp-20733.cif
mp-1206593,Er1Pb1Pd2,0.0,data\structures\3DSC_CIFs\MP\mp-1206593.cif
mp-1102143,Er1Re2,0.0,data\structures\3DSC_CIFs\MP\mp-1102143.cif
mp-1225985,Er1Rh1.1Sn3.6,1.36,data\structures\3DSC_CIFs\MP\mp-1225985.cif
mp-22114,Er1Rh1Si1,0.0,data\structures\3DSC_CIFs\MP\mp-22114.cif
mp-569220,Er1Ru2,0.0,data\structures\3DSC_CIFs\MP\mp-569220.cif
mp-680269,Er2Fe3Si5,0.93,data\structures\3DSC_CIFs\MP\mp-680269.cif
mp-1212876,Er2Rh3Si5,0.0,data\structures\3DSC_CIFs\MP\mp-1212876.cif
mp-1198321,Er3Ge13Ru4,0.0,data\structures\3DSC_CIFs\MP\mp-1198321.cif
mp-1105907,Er3Ni1,0.0,data\structures\3DSC_CIFs\MP\mp-1105907.cif
mp-1195957,Er5Ir4Si10,0.0,data\structures\3DSC_CIFs\MP\mp-1195957.cif
mp-1057315,Eu1,2.75,data\structures\3DSC_CIFs\MP\mp-1057315.cif
mp-1101845,Eu1Ga1Ge1,0.0,data\structures\3DSC_CIFs\MP\mp-1101845.cif
mp-1225124,Eu1Ga1Si1,0.0,data\structures\3DSC_CIFs\MP\mp-1225124.cif
mp-1102160,Eu1Ga1Sn1,0.0,data\structures\3DSC_CIFs\MP\mp-1102160.cif
mp-581754,Eu1P2Pd2,0.0,data\structures\3DSC_CIFs\MP\mp-581754.cif
mp-20855,Eu1Ru4Sb12,0.0,data\structures\3DSC_CIFs\MP\mp-20855.cif
mp-22034,Fe1P1Pr1O1,3.586666667,data\structures\3DSC_CIFs\MP\mp-22034.cif
mp-1079717,F2Sb2Sr2Ti2O1,0.0,data\structures\3DSC_CIFs\MP\mp-1079717.cif
mp-554416,Fe0.05S2Ta1,3.0,data\structures\3DSC_CIFs\MP\mp-554416.cif
mp-1077017,Hf1V2,8.984,data\structures\3DSC_CIFs\MP\mp-1077017.cif
mp-258,V0.7Zr0.3,8.6,data\structures\3DSC_CIFs\MP\mp-258.cif
mp-1216984,Fe0.5Ni0.5U6,2.1,data\structures\3DSC_CIFs\MP\mp-1216984.cif
mp-1215366,Fe0.6Ni0.4Zr2,0.2,data\structures\3DSC_CIFs\MP\mp-1215366.cif
mp-1215479,Fe0.3V1.7Zr1,4.49,data\structures\3DSC_CIFs\MP\mp-1215479.cif
mp-1224803,Fe0.5Ru0.5,0.0,data\structures\3DSC_CIFs\MP\mp-1224803.cif
mp-1225136,Fe1Se0.5Te0.5,12.97125,data\structures\3DSC_CIFs\MP\mp-1225136.cif
mp-1224987,Fe1Se0.25Te0.75,13.225,data\structures\3DSC_CIFs\MP\mp-1224987.cif
mp-1271562,Fe1,2.0,data\structures\3DSC_CIFs\MP\mp-1271562.cif
mp-1070151,Fe1.7K0.8S2,0.0,data\structures\3DSC_CIFs\MP\mp-1070151.cif
mp-3021,Fe1.84K0.25Se2Tl0.75,29.8,data\structures\3DSC_CIFs\MP\mp-3021.cif
mp-21117,Fe1Ge2,0.0,data\structures\3DSC_CIFs\MP\mp-21117.cif
mp-2754,Fe1Hf2,0.0,data\structures\3DSC_CIFs\MP\mp-2754.cif
mp-20049,Fe1Li1P1,4.965,data\structures\3DSC_CIFs\MP\mp-20049.cif
mp-22312,Fe1Nb4Si1,6.8,data\structures\3DSC_CIFs\MP\mp-22312.cif
mp-1005,Fe1P1,0.0,data\structures\3DSC_CIFs\MP\mp-1005.cif
mp-505259,Fe1P1Sm1O1,2.5,data\structures\3DSC_CIFs\MP\mp-505259.cif
mp-20892,Fe1P1Zr1,0.0,data\structures\3DSC_CIFs\MP\mp-20892.cif
mp-21273,Fe1Te1,1.5,data\structures\3DSC_CIFs\MP\mp-21273.cif
mp-1225166,Fe1S0.25Te0.75,7.28,data\structures\3DSC_CIFs\MP\mp-1225166.cif
mp-1225163,Fe1S0.5Se0.5,2.75,data\structures\3DSC_CIFs\MP\mp-1225163.cif
mp-505531,Fe1S1,0.0,data\structures\3DSC_CIFs\MP\mp-505531.cif
mp-2619,Fe1Sb1,0.0,data\structures\3DSC_CIFs\MP\mp-2619.cif
mp-20714,Fe1Sb2,0.0,data\structures\3DSC_CIFs\MP\mp-20714.cif
mp-971669,Fe1Sb3,0.0,data\structures\3DSC_CIFs\MP\mp-971669.cif
mp-1225054,Fe1Se0.75Te0.25,13.3,data\structures\3DSC_CIFs\MP\mp-1225054.cif
mp-871,Fe1Si1,0.0,data\structures\3DSC_CIFs\MP\mp-871.cif
mp-22752,Fe1Sn2,0.0,data\structures\3DSC_CIFs\MP\mp-22752.cif
mp-305,Fe1Ti1,0.0,data\structures\3DSC_CIFs\MP\mp-305.cif
mp-1159,Fe30Zr70,0.5,data\structures\3DSC_CIFs\MP\mp-1159.cif
mp-1208119,Fe22U78,0.98,data\structures\3DSC_CIFs\MP\mp-1208119.cif
mp-3065,Fe2Ge2Ho1,0.0,data\structures\3DSC_CIFs\MP\mp-3065.cif
mp-20785,Fe2Ge2Nd1,0.0,data\structures\3DSC_CIFs\MP\mp-20785.cif
mp-21221,Fe2Ge2Pr1,0.0,data\structures\3DSC_CIFs\MP\mp-21221.cif
mp-22349,Fe2Ge2Sm1,0.0,data\structures\3DSC_CIFs\MP\mp-22349.cif
mp-20264,Fe2Ge2Tb1,0.0,data\structures\3DSC_CIFs\MP\mp-20264.cif
mp-4660,Fe2Ge2Tm1,0.0,data\structures\3DSC_CIFs\MP\mp-4660.cif
mp-21113,Fe2Ge2Y1,0.99,data\structures\3DSC_CIFs\MP\mp-21113.cif
mp-333,Fe2Hf1,0.0,data\structures\3DSC_CIFs\MP\mp-333.cif
mp-1224406,Fe2K0.8Se2,31.36428571,data\structures\3DSC_CIFs\MP\mp-1224406.cif
mp-1189340,Fe2P1,0.0,data\structures\3DSC_CIFs\MP\mp-1189340.cif
mp-1189114,Fe2P2Sc2Sr4O6,15.25,data\structures\3DSC_CIFs\MP\mp-1189114.cif
mp-5288,Fe2Si2Y1,2.9,data\structures\3DSC_CIFs\MP\mp-5288.cif
mp-19880,Fe2Te3,0.0,data\structures\3DSC_CIFs\MP\mp-19880.cif
mp-2454,Fe2Ti1,0.0,data\structures\3DSC_CIFs\MP\mp-2454.cif
mp-21050,Fe2U1,0.0,data\structures\3DSC_CIFs\MP\mp-21050.cif
mp-1718,Fe2Zr1,0.0,data\structures\3DSC_CIFs\MP\mp-1718.cif
mp-1200585,Fe3Ho2Si5,0.0,data\structures\3DSC_CIFs\MP\mp-1200585.cif
mp-21588,Fe3Sc2Si5,4.57,data\structures\3DSC_CIFs\MP\mp-21588.cif
mp-1200246,Fe3Si5Sm2,0.0,data\structures\3DSC_CIFs\MP\mp-1200246.cif
mp-22468,Fe3Si5Tb2,0.0,data\structures\3DSC_CIFs\MP\mp-22468.cif
mp-1196684,Fe3Si5Tm2,1.3825,data\structures\3DSC_CIFs\MP\mp-1196684.cif
mp-1198337,Fe3Si5Yb2,0.0,data\structures\3DSC_CIFs\MP\mp-1198337.cif
mp-3708,Fe3Te3Tl1,0.0,data\structures\3DSC_CIFs\MP\mp-3708.cif
mp-18014,Fe3Th7,1.9775,data\structures\3DSC_CIFs\MP\mp-18014.cif
mp-582295,Fe4La1P12,3.075,data\structures\3DSC_CIFs\MP\mp-582295.cif
mp-16431,Fe4Nd1P12,0.0,data\structures\3DSC_CIFs\MP\mp-16431.cif
mp-16430,Fe4P12Pr1,0.0,data\structures\3DSC_CIFs\MP\mp-16430.cif
mp-1105927,Fe4P12Sm1,0.0,data\structures\3DSC_CIFs\MP\mp-1105927.cif
mp-21041,Fe4P12Tb1,0.0,data\structures\3DSC_CIFs\MP\mp-21041.cif
mp-12956,Fe4P12Yb1,0.0,data\structures\3DSC_CIFs\MP\mp-12956.cif
mp-15208,Ga1Nb4Se8,2.9,data\structures\3DSC_CIFs\MP\mp-15208.cif
mp-21342,Sn1V3,4.4625,data\structures\3DSC_CIFs\MP\mp-21342.cif
mp-1216440,Ga0.6Si0.4V3,9.5,data\structures\3DSC_CIFs\MP\mp-1216440.cif
mp-1220342,Ga0.8Nb3Sn0.2,14.65,data\structures\3DSC_CIFs\MP\mp-1220342.cif
mp-1216325,Ga1V1,16.45,data\structures\3DSC_CIFs\MP\mp-1216325.cif
mp-11393,Ga3Nb5,1.35,data\structures\3DSC_CIFs\MP\mp-11393.cif
mp-1220381,Ga0.5Ge0.5Nb3,7.3,data\structures\3DSC_CIFs\MP\mp-1220381.cif
mp-1216451,Ga0.5Sn0.5V3,5.6,data\structures\3DSC_CIFs\MP\mp-1216451.cif
mp-1218262,Ga1Si1Sr1,5.0,data\structures\3DSC_CIFs\MP\mp-1218262.cif
mp-142,Ga1,5.224769230769231,data\structures\3DSC_CIFs\MP\mp-142.cif
mp-1102705,Ga1Ge1Sr1,1.3,data\structures\3DSC_CIFs\MP\mp-1102705.cif
mp-3498,Ga1Hf1Ni2,1.12,data\structures\3DSC_CIFs\MP\mp-3498.cif
mp-30572,Ga1Hf2,0.21,data\structures\3DSC_CIFs\MP\mp-30572.cif
mp-1002133,Ga1La1,0.0,data\structures\3DSC_CIFs\MP\mp-1002133.cif
mp-20487,Ga1La3,5.82,data\structures\3DSC_CIFs\MP\mp-20487.cif
mp-973300,Ga1Lu3,0.0,data\structures\3DSC_CIFs\MP\mp-973300.cif
mp-1097177,Ga1Mo1Ti2,0.0,data\structures\3DSC_CIFs\MP\mp-1097177.cif
mp-2377,Ga1Mo3,0.76,data\structures\3DSC_CIFs\MP\mp-2377.cif
mp-804,Ga1N1,5.85,data\structures\3DSC_CIFs\MP\mp-804.cif
mp-22580,Ga1Ni2Zr1,2.87,data\structures\3DSC_CIFs\MP\mp-22580.cif
mp-3539,Ga1Nb1Ni2,1.54,data\structures\3DSC_CIFs\MP\mp-3539.cif
mp-2490,Ga1P1,8.25,data\structures\3DSC_CIFs\MP\mp-2490.cif
mp-1025551,Ga1Pt1,1.74,data\structures\3DSC_CIFs\MP\mp-1025551.cif
mp-1156,Ga1Sb1,4.6450000000000005,data\structures\3DSC_CIFs\MP\mp-1156.cif
mp-1186968,Ga1Sc3,0.0,data\structures\3DSC_CIFs\MP\mp-1186968.cif
mp-3663,Ga1Se8Ta4,5.8,data\structures\3DSC_CIFs\MP\mp-3663.cif
mp-8914,Ga1Sn1Sr1,0.0,data\structures\3DSC_CIFs\MP\mp-8914.cif
mp-568411,Ga1Th2,0.0,data\structures\3DSC_CIFs\MP\mp-568411.cif
mp-30672,Ga1Ti3,0.0,data\structures\3DSC_CIFs\MP\mp-30672.cif
mp-1190304,Ga1V1.95,5.3,data\structures\3DSC_CIFs\MP\mp-1190304.cif
mp-11420,Ga1Y1,0.0,data\structures\3DSC_CIFs\MP\mp-11420.cif
mp-1187766,Ga1Y3,0.0,data\structures\3DSC_CIFs\MP\mp-1187766.cif
mp-569833,Ga1Zr2,0.38,data\structures\3DSC_CIFs\MP\mp-569833.cif
mp-19839,Ga2La1,1.15,data\structures\3DSC_CIFs\MP\mp-19839.cif
mp-1079217,Ga2La1Ni1,1.97,data\structures\3DSC_CIFs\MP\mp-1079217.cif
mp-22095,Ga2Pt1,1.9,data\structures\3DSC_CIFs\MP\mp-22095.cif
mp-182,Ga2Sr1,0.0,data\structures\3DSC_CIFs\MP\mp-182.cif
mp-16756,Ga2Ta3,0.0,data\structures\3DSC_CIFs\MP\mp-16756.cif
mp-1914,Ga2Y1,1.68,data\structures\3DSC_CIFs\MP\mp-1914.cif
mp-30684,Ga3Zr5,3.85,data\structures\3DSC_CIFs\MP\mp-30684.cif
mp-495,Ga3Lu1,2.2666666666666666,data\structures\3DSC_CIFs\MP\mp-495.cif
mp-932,Ga3Sc1,2.1,data\structures\3DSC_CIFs\MP\mp-932.cif
mp-2731,Ga3Ti1,0.0,data\structures\3DSC_CIFs\MP\mp-2731.cif
mp-20214,Ga3U1,0.0,data\structures\3DSC_CIFs\MP\mp-20214.cif
mp-1080001,Ga3Zr1,1.38,data\structures\3DSC_CIFs\MP\mp-1080001.cif
mp-1195805,Ga41Mo8,9.766666666666667,data\structures\3DSC_CIFs\MP\mp-1195805.cif
mp-607225,Ga5Mn1.85,0.0,data\structures\3DSC_CIFs\MP\mp-607225.cif
mp-1078033,Ga5Rh1U1,0.0,data\structures\3DSC_CIFs\MP\mp-1078033.cif
mp-20405,Ga5V2,3.57,data\structures\3DSC_CIFs\MP\mp-20405.cif
mp-1104838,Ga6Gd1,0.0,data\structures\3DSC_CIFs\MP\mp-1104838.cif
mp-1103872,Ga6Ho1,0.0,data\structures\3DSC_CIFs\MP\mp-1103872.cif
mp-644739,Ga6La1,0.0,data\structures\3DSC_CIFs\MP\mp-644739.cif
mp-1104008,Ga6Nd1,0.0,data\structures\3DSC_CIFs\MP\mp-1104008.cif
mp-1104070,Ga6Pr1,0.0,data\structures\3DSC_CIFs\MP\mp-1104070.cif
mp-1104451,Ga6Sm1,0.0,data\structures\3DSC_CIFs\MP\mp-1104451.cif
mp-1104458,Ga6Tb1,5.0,data\structures\3DSC_CIFs\MP\mp-1104458.cif
mp-30681,Ga6Y1,2.0,data\structures\3DSC_CIFs\MP\mp-30681.cif
mp-1104639,Ga6Yb1,0.0,data\structures\3DSC_CIFs\MP\mp-1104639.cif
mp-1188512,Ga7Pt3,2.9,data\structures\3DSC_CIFs\MP\mp-1188512.cif
mp-31311,Ga9Ir2,2.216666666666667,data\structures\3DSC_CIFs\MP\mp-31311.cif
mp-31312,Ga9Rh2,1.925,data\structures\3DSC_CIFs\MP\mp-31312.cif
mp-568186,Ru2Y1,2.2775,data\structures\3DSC_CIFs\MP\mp-568186.cif
mp-1422,Gd1Pt2,0.0,data\structures\3DSC_CIFs\MP\mp-1422.cif
mp-1102209,Gd1Re2,0.0,data\structures\3DSC_CIFs\MP\mp-1102209.cif
mp-646926,Gd1Ru2,0.0,data\structures\3DSC_CIFs\MP\mp-646926.cif
mp-19919,Gd1Sn3,0.0,data\structures\3DSC_CIFs\MP\mp-19919.cif
mp-1373,Ge0.29Nb0.71,6.0,data\structures\3DSC_CIFs\MP\mp-1373.cif
mp-1221,Ge1V3,6.733333333333333,data\structures\3DSC_CIFs\MP\mp-1221.cif
mp-494,Ge1Mo3,2.0826666666666664,data\structures\3DSC_CIFs\MP\mp-494.cif
mp-1220377,Ge0.61Nb3Sn0.39,7.6,data\structures\3DSC_CIFs\MP\mp-1220377.cif
mp-1184915,Ge0.3In0.7,0.0,data\structures\3DSC_CIFs\MP\mp-1184915.cif
mp-1184683,Ge0.3Sb0.7,3.3,data\structures\3DSC_CIFs\MP\mp-1184683.cif
mp-1187023,Ge0.3Sn0.7,0.0,data\structures\3DSC_CIFs\MP\mp-1187023.cif
mp-981310,Ge0.3Tl0.7,0.0,data\structures\3DSC_CIFs\MP\mp-981310.cif
mp-1216453,Ge12.5Si12.5V75,8.58,data\structures\3DSC_CIFs\MP\mp-1216453.cif
mp-1223427,Ge0.5La1Ni2P1.5,0.0,data\structures\3DSC_CIFs\MP\mp-1223427.cif
mp-542640,Ge0.5Pt0.5,1.4,data\structures\3DSC_CIFs\MP\mp-542640.cif
mp-22239,Ge0.5Rh0.5,0.24,data\structures\3DSC_CIFs\MP\mp-22239.cif
mp-1025397,Ge0.5Ru0.5,0.0,data\structures\3DSC_CIFs\MP\mp-1025397.cif
mp-938,Ge3Te4,1.55,data\structures\3DSC_CIFs\MP\mp-938.cif
mp-32,Ge1,5.298,data\structures\3DSC_CIFs\MP\mp-32.cif
mp-1223467,Ge1.5La1Ni2P0.5,0.0,data\structures\3DSC_CIFs\MP\mp-1223467.cif
mp-10213,Ge2Y1,3.8,data\structures\3DSC_CIFs\MP\mp-10213.cif
mp-19761,Ge2La1,1.932,data\structures\3DSC_CIFs\MP\mp-19761.cif
mp-21057,Ge2.3La1Pt1.7,0.0,data\structures\3DSC_CIFs\MP\mp-21057.cif
mp-21033,Ge2La1Pd2,1.04,data\structures\3DSC_CIFs\MP\mp-21033.cif
mp-1196530,Ge10Ir4Lu5,2.55,data\structures\3DSC_CIFs\MP\mp-1196530.cif
mp-1196414,Ge10Ir4Y5,2.76,data\structures\3DSC_CIFs\MP\mp-1196414.cif
mp-1197583,Ge10Lu5Rh4,2.79,data\structures\3DSC_CIFs\MP\mp-1197583.cif
mp-1195689,Ge10Os4Y5,8.946666667,data\structures\3DSC_CIFs\MP\mp-1195689.cif
mp-1198948,Ge10Rh4Y5,1.35,data\structures\3DSC_CIFs\MP\mp-1198948.cif
mp-1188305,Ge12La1Pt4,8.253333333,data\structures\3DSC_CIFs\MP\mp-1188305.cif
mp-975665,Ge12Nd1Pt4,0.7,data\structures\3DSC_CIFs\MP\mp-975665.cif
mp-1208358,Ge12Pt4Th1,4.71,data\structures\3DSC_CIFs\MP\mp-1208358.cif
mp-1189358,Ge12Pt4U1,0.0,data\structures\3DSC_CIFs\MP\mp-1189358.cif
mp-1202131,Ge13Ho3Ru4,0.0,data\structures\3DSC_CIFs\MP\mp-1202131.cif
mp-1203141,Ge13Lu3Os4,3.6,data\structures\3DSC_CIFs\MP\mp-1203141.cif
mp-21750,Ge13Lu3Rh4,2.3,data\structures\3DSC_CIFs\MP\mp-21750.cif
mp-1203006,Ge13Lu3Ru4,2.3,data\structures\3DSC_CIFs\MP\mp-1203006.cif
mp-1196347,Ge13Nd3Ru4,0.0,data\structures\3DSC_CIFs\MP\mp-1196347.cif
mp-1198205,Ge13Os4Y3,3.9,data\structures\3DSC_CIFs\MP\mp-1198205.cif
mp-1201264,Ge13Pr3Ru4,0.0,data\structures\3DSC_CIFs\MP\mp-1201264.cif
mp-704462,Ge13Ru4Y3,2.116666667,data\structures\3DSC_CIFs\MP\mp-704462.cif
mp-1202771,Ge13Ru4Yb3,0.0,data\structures\3DSC_CIFs\MP\mp-1202771.cif
mp-1209440,Ge19Rh6Sc4,1.9,data\structures\3DSC_CIFs\MP\mp-1209440.cif
mp-9939,Ge1Hf2,0.0,data\structures\3DSC_CIFs\MP\mp-9939.cif
mp-208,Ge1Ir1,4.7,data\structures\3DSC_CIFs\MP\mp-208.cif
mp-1223012,Ge1La1Ni2P1,0.0,data\structures\3DSC_CIFs\MP\mp-1223012.cif
mp-1077797,Ge1La1Pt1,3.4,data\structures\3DSC_CIFs\MP\mp-1077797.cif
mp-17910,Ge1Nb2,1.9,data\structures\3DSC_CIFs\MP\mp-17910.cif
mp-1095275,Ge1P1,4.2,data\structures\3DSC_CIFs\MP\mp-1095275.cif
mp-1424,Ge1Pd1,0.0,data\structures\3DSC_CIFs\MP\mp-1424.cif
mp-423,Ge1Pd2,0.0,data\structures\3DSC_CIFs\MP\mp-423.cif
mp-1207627,Ge1Pd2Y1,0.0,data\structures\3DSC_CIFs\MP\mp-1207627.cif
mp-20321,Ge1Rh1U1,0.244,data\structures\3DSC_CIFs\MP\mp-20321.cif
mp-637736,Ge1Ru1Zr1,9.0,data\structures\3DSC_CIFs\MP\mp-637736.cif
mp-1025129,Ge1Sn1Tm1,0.0,data\structures\3DSC_CIFs\MP\mp-1025129.cif
mp-639805,Ge1Ta3,8.0,data\structures\3DSC_CIFs\MP\mp-639805.cif
mp-1093,Ge1Th1,0.0,data\structures\3DSC_CIFs\MP\mp-1093.cif
mp-314,Ge2Th3,0.0,data\structures\3DSC_CIFs\MP\mp-314.cif
mp-10311,Ge1V1Zr1,6.0,data\structures\3DSC_CIFs\MP\mp-10311.cif
mp-9971,Ge1Y1,0.0,data\structures\3DSC_CIFs\MP\mp-9971.cif
mp-1025513,Ge1Zr1,0.0,data\structures\3DSC_CIFs\MP\mp-1025513.cif
mp-13683,Ge2Hf1,2.2,data\structures\3DSC_CIFs\MP\mp-13683.cif
mp-1095046,Ge2Ir2La1,1.5,data\structures\3DSC_CIFs\MP\mp-1095046.cif
mp-1079959,Ge2Ir2Th1,1.51,data\structures\3DSC_CIFs\MP\mp-1079959.cif
mp-1078742,Ge2Ir2U1,1.1,data\structures\3DSC_CIFs\MP\mp-1078742.cif
